epoch,avg_box_loss
1,23.839897232055662
2,20.355172210552265
3,16.818614163994788
4,19.234289716929197
5,18.068603897094725
6,17.988327922821046
7,15.581202757954598
8,16.547129897475244
9,18.52398513317108
10,19.169596840143203
